period,kategorie,merkmal,insgesamt,sgb2,jahr,monat,label
2025-01,Arbeitslose,15 bis unter 25 Jahre,373.0,148.0,2025,1,Arbeitslose | 15 bis unter 25 Jahre
2025-01,Arbeitslose,25 bis unter 50 Jahre,1900.0,848.0,2025,1,Arbeitslose | 25 bis unter 50 Jahre
2025-01,Arbeitslose,50 Jahre und älter,1470.0,474.0,2025,1,Arbeitslose | 50 Jahre und älter
2025-01,Arbeitslose,55 Jahre und älter,1114.0,307.0,2025,1,Arbeitslose | 55 Jahre und älter
2025-01,Arbeitslose,Abgang (12-Monatssumme),9197.0,3318.0,2025,1,Arbeitslose | Abgang (12-Monatssumme)
2025-01,Arbeitslose,Abgang (im Monat),573.0,204.0,2025,1,Arbeitslose | Abgang (im Monat)
2025-01,Arbeitslose,Arbeitslosenquote,3.2,1.3,2025,1,Arbeitslose | Arbeitslosenquote
2025-01,Arbeitslose,Ausländer,1300.0,760.0,2025,1,Arbeitslose | Ausländer
2025-01,Arbeitslose,Bestand,3743.0,1470.0,2025,1,Arbeitslose | Bestand
2025-01,Arbeitslose,Frauen,1558.0,690.0,2025,1,Arbeitslose | Frauen
2025-01,Arbeitslose,Langzeitarbeitslose,687.0,502.0,2025,1,Arbeitslose | Langzeitarbeitslose
2025-01,Arbeitslose,Männer,2185.0,780.0,2025,1,Arbeitslose | Männer
2025-01,Arbeitslose,Zugang (12-Monatssumme),9556.0,3260.0,2025,1,Arbeitslose | Zugang (12-Monatssumme)
2025-01,Arbeitslose,Zugang (im Monat),1073.0,271.0,2025,1,Arbeitslose | Zugang (im Monat)
2025-01,Arbeitslose,schwerbehinderte Menschen,324.0,116.0,2025,1,Arbeitslose | schwerbehinderte Menschen
2025-01,Arbeitsuchende,Bestand,5981.0,2794.0,2025,1,Arbeitsuchende | Bestand
2025-01,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2797.30338102,2025,1,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2025-01,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5488.03327359,2025,1,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2025-01,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,5202.27047674,2025,1,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2025-01,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3730.59085177,2025,1,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2025-01,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1471.67962497,2025,1,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2025-01,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,3973.0,1665.0,2025,1,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2025-01,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4706.0,2190.0,2025,1,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2025-01,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4664.0,2188.0,2025,1,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2025-01,Unterbeschäftigung,Unterbeschäftigungsquote,4.0,1.9,2025,1,Unterbeschäftigung | Unterbeschäftigungsquote
2025-01,gemeldete Arbeitsstellen,Bestand,1571.0,,2025,1,gemeldete Arbeitsstellen | Bestand
2025-01,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3281.0,,2025,1,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2025-01,gemeldete Arbeitsstellen,Zugang (im Monat),219.0,,2025,1,gemeldete Arbeitsstellen | Zugang (im Monat)
2025-01,gemeldete Arbeitsstellen,sozialversicherungspflichtig,215.0,,2025,1,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-01,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3211.0,,2025,1,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-01,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1551.0,,2025,1,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-02,Arbeitslose,15 bis unter 25 Jahre,387.0,138.0,2025,2,Arbeitslose | 15 bis unter 25 Jahre
2025-02,Arbeitslose,25 bis unter 50 Jahre,1866.0,806.0,2025,2,Arbeitslose | 25 bis unter 50 Jahre
2025-02,Arbeitslose,50 Jahre und älter,1427.0,438.0,2025,2,Arbeitslose | 50 Jahre und älter
2025-02,Arbeitslose,55 Jahre und älter,1083.0,291.0,2025,2,Arbeitslose | 55 Jahre und älter
2025-02,Arbeitslose,Abgang (12-Monatssumme),9254.0,3389.0,2025,2,Arbeitslose | Abgang (12-Monatssumme)
2025-02,Arbeitslose,Abgang (im Monat),845.0,346.0,2025,2,Arbeitslose | Abgang (im Monat)
2025-02,Arbeitslose,Arbeitslosenquote,3.2,1.2,2025,2,Arbeitslose | Arbeitslosenquote
2025-02,Arbeitslose,Ausländer,1266.0,710.0,2025,2,Arbeitslose | Ausländer
2025-02,Arbeitslose,Bestand,3680.0,1382.0,2025,2,Arbeitslose | Bestand
2025-02,Arbeitslose,Frauen,1487.0,636.0,2025,2,Arbeitslose | Frauen
2025-02,Arbeitslose,Langzeitarbeitslose,673.0,502.0,2025,2,Arbeitslose | Langzeitarbeitslose
2025-02,Arbeitslose,Männer,2193.0,746.0,2025,2,Arbeitslose | Männer
2025-02,Arbeitslose,Zugang (12-Monatssumme),9468.0,3203.0,2025,2,Arbeitslose | Zugang (12-Monatssumme)
2025-02,Arbeitslose,Zugang (im Monat),786.0,240.0,2025,2,Arbeitslose | Zugang (im Monat)
2025-02,Arbeitslose,schwerbehinderte Menschen,311.0,103.0,2025,2,Arbeitslose | schwerbehinderte Menschen
2025-02,Arbeitsuchende,Bestand,6013.0,2701.0,2025,2,Arbeitsuchende | Bestand
2025-02,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2755.76866466,2025,2,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2025-02,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5434.99291135,2025,2,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2025-02,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,5147.99291135,2025,2,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2025-02,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3710.21156804,2025,2,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2025-02,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1437.78134331,2025,2,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2025-02,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,3912.0,1573.0,2025,2,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2025-02,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4700.0,2134.0,2025,2,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2025-02,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4661.0,2132.0,2025,2,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2025-02,Unterbeschäftigung,Unterbeschäftigungsquote,4.0,1.8,2025,2,Unterbeschäftigung | Unterbeschäftigungsquote
2025-02,gemeldete Arbeitsstellen,Bestand,1517.0,,2025,2,gemeldete Arbeitsstellen | Bestand
2025-02,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3235.0,,2025,2,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2025-02,gemeldete Arbeitsstellen,Zugang (im Monat),313.0,,2025,2,gemeldete Arbeitsstellen | Zugang (im Monat)
2025-02,gemeldete Arbeitsstellen,sozialversicherungspflichtig,305.0,,2025,2,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-02,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3165.0,,2025,2,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-02,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1498.0,,2025,2,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-03,Arbeitslose,15 bis unter 25 Jahre,354.0,142.0,2025,3,Arbeitslose | 15 bis unter 25 Jahre
2025-03,Arbeitslose,25 bis unter 50 Jahre,1848.0,835.0,2025,3,Arbeitslose | 25 bis unter 50 Jahre
2025-03,Arbeitslose,50 Jahre und älter,1383.0,437.0,2025,3,Arbeitslose | 50 Jahre und älter
2025-03,Arbeitslose,55 Jahre und älter,1054.0,288.0,2025,3,Arbeitslose | 55 Jahre und älter
2025-03,Arbeitslose,Abgang (12-Monatssumme),9171.0,3390.0,2025,3,Arbeitslose | Abgang (12-Monatssumme)
2025-03,Arbeitslose,Abgang (im Monat),900.0,296.0,2025,3,Arbeitslose | Abgang (im Monat)
2025-03,Arbeitslose,Arbeitslosenquote,3.1,1.2,2025,3,Arbeitslose | Arbeitslosenquote
2025-03,Arbeitslose,Ausländer,1239.0,715.0,2025,3,Arbeitslose | Ausländer
2025-03,Arbeitslose,Bestand,3585.0,1414.0,2025,3,Arbeitslose | Bestand
2025-03,Arbeitslose,Frauen,1512.0,651.0,2025,3,Arbeitslose | Frauen
2025-03,Arbeitslose,Langzeitarbeitslose,678.0,513.0,2025,3,Arbeitslose | Langzeitarbeitslose
2025-03,Arbeitslose,Männer,2073.0,763.0,2025,3,Arbeitslose | Männer
2025-03,Arbeitslose,Zugang (12-Monatssumme),9563.0,3226.0,2025,3,Arbeitslose | Zugang (12-Monatssumme)
2025-03,Arbeitslose,Zugang (im Monat),809.0,305.0,2025,3,Arbeitslose | Zugang (im Monat)
2025-03,Arbeitslose,schwerbehinderte Menschen,295.0,100.0,2025,3,Arbeitslose | schwerbehinderte Menschen
2025-03,Arbeitsuchende,Bestand,5954.0,2721.0,2025,3,Arbeitsuchende | Bestand
2025-03,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2781.43672754,2025,3,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2025-03,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5474.93361464,2025,3,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2025-03,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,5178.93361464,2025,3,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2025-03,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3746.43394291,2025,3,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2025-03,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1432.49967173,2025,3,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2025-03,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,3828.0,1619.0,2025,3,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2025-03,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4564.0,2144.0,2025,3,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2025-03,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4527.0,2142.0,2025,3,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2025-03,Unterbeschäftigung,Unterbeschäftigungsquote,3.9,1.8,2025,3,Unterbeschäftigung | Unterbeschäftigungsquote
2025-03,gemeldete Arbeitsstellen,Bestand,1435.0,,2025,3,gemeldete Arbeitsstellen | Bestand
2025-03,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3227.0,,2025,3,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2025-03,gemeldete Arbeitsstellen,Zugang (im Monat),225.0,,2025,3,gemeldete Arbeitsstellen | Zugang (im Monat)
2025-03,gemeldete Arbeitsstellen,sozialversicherungspflichtig,223.0,,2025,3,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-03,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3167.0,,2025,3,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-03,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1423.0,,2025,3,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-04,Arbeitslose,15 bis unter 25 Jahre,355.0,160.0,2025,4,Arbeitslose | 15 bis unter 25 Jahre
2025-04,Arbeitslose,25 bis unter 50 Jahre,1833.0,854.0,2025,4,Arbeitslose | 25 bis unter 50 Jahre
2025-04,Arbeitslose,50 Jahre und älter,1306.0,443.0,2025,4,Arbeitslose | 50 Jahre und älter
2025-04,Arbeitslose,55 Jahre und älter,1008.0,302.0,2025,4,Arbeitslose | 55 Jahre und älter
2025-04,Arbeitslose,Abgang (12-Monatssumme),9024.0,3348.0,2025,4,Arbeitslose | Abgang (12-Monatssumme)
2025-04,Arbeitslose,Abgang (im Monat),864.0,250.0,2025,4,Arbeitslose | Abgang (im Monat)
2025-04,Arbeitslose,Arbeitslosenquote,3.0,1.3,2025,4,Arbeitslose | Arbeitslosenquote
2025-04,Arbeitslose,Ausländer,1216.0,735.0,2025,4,Arbeitslose | Ausländer
2025-04,Arbeitslose,Bestand,3494.0,1457.0,2025,4,Arbeitslose | Bestand
2025-04,Arbeitslose,Frauen,1507.0,667.0,2025,4,Arbeitslose | Frauen
2025-04,Arbeitslose,Langzeitarbeitslose,693.0,526.0,2025,4,Arbeitslose | Langzeitarbeitslose
2025-04,Arbeitslose,Männer,1987.0,790.0,2025,4,Arbeitslose | Männer
2025-04,Arbeitslose,Zugang (12-Monatssumme),9533.0,3229.0,2025,4,Arbeitslose | Zugang (12-Monatssumme)
2025-04,Arbeitslose,Zugang (im Monat),773.0,275.0,2025,4,Arbeitslose | Zugang (im Monat)
2025-04,Arbeitslose,schwerbehinderte Menschen,305.0,117.0,2025,4,Arbeitslose | schwerbehinderte Menschen
2025-04,Arbeitsuchende,Bestand,5847.0,2779.0,2025,4,Arbeitsuchende | Bestand
2025-04,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2766.95906861,2025,4,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2025-04,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5421.14883362,2025,4,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2025-04,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,5122.42456285,2025,4,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2025-04,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3701.23967002,2025,4,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2025-04,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1421.18489283,2025,4,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2025-04,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,3736.0,1671.0,2025,4,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2025-04,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4384.0,2163.0,2025,4,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2025-04,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4355.0,2161.0,2025,4,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2025-04,Unterbeschäftigung,Unterbeschäftigungsquote,3.7,1.8,2025,4,Unterbeschäftigung | Unterbeschäftigungsquote
2025-04,gemeldete Arbeitsstellen,Bestand,1415.0,,2025,4,gemeldete Arbeitsstellen | Bestand
2025-04,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3168.0,,2025,4,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2025-04,gemeldete Arbeitsstellen,Zugang (im Monat),207.0,,2025,4,gemeldete Arbeitsstellen | Zugang (im Monat)
2025-04,gemeldete Arbeitsstellen,sozialversicherungspflichtig,203.0,,2025,4,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-04,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3116.0,,2025,4,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-04,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1400.0,,2025,4,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-05,Arbeitslose,15 bis unter 25 Jahre,347.0,147.0,2025,5,Arbeitslose | 15 bis unter 25 Jahre
2025-05,Arbeitslose,25 bis unter 50 Jahre,1796.0,836.0,2025,5,Arbeitslose | 25 bis unter 50 Jahre
2025-05,Arbeitslose,50 Jahre und älter,1310.0,455.0,2025,5,Arbeitslose | 50 Jahre und älter
2025-05,Arbeitslose,55 Jahre und älter,1002.0,307.0,2025,5,Arbeitslose | 55 Jahre und älter
2025-05,Arbeitslose,Abgang (12-Monatssumme),9073.0,3356.0,2025,5,Arbeitslose | Abgang (12-Monatssumme)
2025-05,Arbeitslose,Abgang (im Monat),786.0,304.0,2025,5,Arbeitslose | Abgang (im Monat)
2025-05,Arbeitslose,Arbeitslosenquote,2.9,1.2,2025,5,Arbeitslose | Arbeitslosenquote
2025-05,Arbeitslose,Ausländer,1173.0,705.0,2025,5,Arbeitslose | Ausländer
2025-05,Arbeitslose,Bestand,3453.0,1438.0,2025,5,Arbeitslose | Bestand
2025-05,Arbeitslose,Frauen,1542.0,659.0,2025,5,Arbeitslose | Frauen
2025-05,Arbeitslose,Langzeitarbeitslose,737.0,558.0,2025,5,Arbeitslose | Langzeitarbeitslose
2025-05,Arbeitslose,Männer,1911.0,779.0,2025,5,Arbeitslose | Männer
2025-05,Arbeitslose,Zugang (12-Monatssumme),9625.0,3258.0,2025,5,Arbeitslose | Zugang (12-Monatssumme)
2025-05,Arbeitslose,Zugang (im Monat),749.0,262.0,2025,5,Arbeitslose | Zugang (im Monat)
2025-05,Arbeitslose,schwerbehinderte Menschen,310.0,104.0,2025,5,Arbeitslose | schwerbehinderte Menschen
2025-05,Arbeitsuchende,Bestand,5826.0,2733.0,2025,5,Arbeitsuchende | Bestand
2025-05,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2707.55618214,2025,5,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2025-05,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5295.62926504,2025,5,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2025-05,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4989.62926504,2025,5,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2025-05,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3612.41887246,2025,5,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2025-05,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1377.21039258,2025,5,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2025-05,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,3674.0,1630.0,2025,5,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2025-05,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4328.0,2100.0,2025,5,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2025-05,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4293.0,2097.0,2025,5,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2025-05,Unterbeschäftigung,Unterbeschäftigungsquote,3.7,1.8,2025,5,Unterbeschäftigung | Unterbeschäftigungsquote
2025-05,gemeldete Arbeitsstellen,Bestand,1332.0,,2025,5,gemeldete Arbeitsstellen | Bestand
2025-05,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3086.0,,2025,5,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2025-05,gemeldete Arbeitsstellen,Zugang (im Monat),180.0,,2025,5,gemeldete Arbeitsstellen | Zugang (im Monat)
2025-05,gemeldete Arbeitsstellen,sozialversicherungspflichtig,176.0,,2025,5,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-05,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3039.0,,2025,5,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-05,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1320.0,,2025,5,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-06,Arbeitslose,15 bis unter 25 Jahre,381.0,176.0,2025,6,Arbeitslose | 15 bis unter 25 Jahre
2025-06,Arbeitslose,25 bis unter 50 Jahre,1820.0,848.0,2025,6,Arbeitslose | 25 bis unter 50 Jahre
2025-06,Arbeitslose,50 Jahre und älter,1374.0,485.0,2025,6,Arbeitslose | 50 Jahre und älter
2025-06,Arbeitslose,55 Jahre und älter,1064.0,336.0,2025,6,Arbeitslose | 55 Jahre und älter
2025-06,Arbeitslose,Abgang (12-Monatssumme),9123.0,3378.0,2025,6,Arbeitslose | Abgang (12-Monatssumme)
2025-06,Arbeitslose,Abgang (im Monat),688.0,286.0,2025,6,Arbeitslose | Abgang (im Monat)
2025-06,Arbeitslose,Arbeitslosenquote,3.0,1.3,2025,6,Arbeitslose | Arbeitslosenquote
2025-06,Arbeitslose,Ausländer,1183.0,732.0,2025,6,Arbeitslose | Ausländer
2025-06,Arbeitslose,Bestand,3575.0,1509.0,2025,6,Arbeitslose | Bestand
2025-06,Arbeitslose,Frauen,1622.0,704.0,2025,6,Arbeitslose | Frauen
2025-06,Arbeitslose,Langzeitarbeitslose,755.0,551.0,2025,6,Arbeitslose | Langzeitarbeitslose
2025-06,Arbeitslose,Männer,1953.0,805.0,2025,6,Arbeitslose | Männer
2025-06,Arbeitslose,Zugang (12-Monatssumme),9788.0,3368.0,2025,6,Arbeitslose | Zugang (12-Monatssumme)
2025-06,Arbeitslose,Zugang (im Monat),803.0,338.0,2025,6,Arbeitslose | Zugang (im Monat)
2025-06,Arbeitslose,schwerbehinderte Menschen,338.0,121.0,2025,6,Arbeitslose | schwerbehinderte Menschen
2025-06,Arbeitsuchende,Bestand,5900.0,2730.0,2025,6,Arbeitsuchende | Bestand
2025-06,Grundsicherung für Arbeitsuchende,Bedarfsgemeinschaften (BG),,2696.60575877,2025,6,Grundsicherung für Arbeitsuchende | Bedarfsgemeinschaften (BG)
2025-06,Grundsicherung für Arbeitsuchende,Personen in Bedarfsgemeinschaften (PERS),,5275.53953574,2025,6,Grundsicherung für Arbeitsuchende | Personen in Bedarfsgemeinschaften (PERS)
2025-06,Grundsicherung für Arbeitsuchende,dar. Regelleistungsberechtigte (RLB),,4960.10209818,2025,6,Grundsicherung für Arbeitsuchende | dar. Regelleistungsberechtigte (RLB)
2025-06,Grundsicherung für Arbeitsuchende,dav. erwerbsfähige Leistungsberechtigte (ELB),,3584.21772455,2025,6,Grundsicherung für Arbeitsuchende | dav. erwerbsfähige Leistungsberechtigte (ELB)
2025-06,Grundsicherung für Arbeitsuchende,nicht erwerbsfähige Leistungsberechtigte (NEF),,1375.88437363,2025,6,Grundsicherung für Arbeitsuchende | nicht erwerbsfähige Leistungsberechtigte (NEF)
2025-06,Unterbeschäftigung,Arbeitslosigkeit im weiteren Sinne,3795.0,1708.0,2025,6,Unterbeschäftigung | Arbeitslosigkeit im weiteren Sinne
2025-06,Unterbeschäftigung,Unterbeschäftigung (ohne Kurzarbeit),4397.0,2143.0,2025,6,Unterbeschäftigung | Unterbeschäftigung (ohne Kurzarbeit)
2025-06,Unterbeschäftigung,Unterbeschäftigung im engeren Sinne,4362.0,2139.0,2025,6,Unterbeschäftigung | Unterbeschäftigung im engeren Sinne
2025-06,Unterbeschäftigung,Unterbeschäftigungsquote,3.7,1.8,2025,6,Unterbeschäftigung | Unterbeschäftigungsquote
2025-06,gemeldete Arbeitsstellen,Bestand,1396.0,,2025,6,gemeldete Arbeitsstellen | Bestand
2025-06,gemeldete Arbeitsstellen,Zugang (12-Monatssumme),3144.0,,2025,6,gemeldete Arbeitsstellen | Zugang (12-Monatssumme)
2025-06,gemeldete Arbeitsstellen,Zugang (im Monat),360.0,,2025,6,gemeldete Arbeitsstellen | Zugang (im Monat)
2025-06,gemeldete Arbeitsstellen,sozialversicherungspflichtig,357.0,,2025,6,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-06,gemeldete Arbeitsstellen,sozialversicherungspflichtig,3098.0,,2025,6,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-06,gemeldete Arbeitsstellen,sozialversicherungspflichtig,1387.0,,2025,6,gemeldete Arbeitsstellen | sozialversicherungspflichtig
2025-07,Arbeitslose,15 bis unter 25 Jahre,415.0,168.0,2025,7,Arbeitslose | 15 bis unter 25 Jahre
2025-07,Arbeitslose,25 bis unter 50 Jahre,1846.0,830.0,2025,7,Arbeitslose | 25 bis unter 50 Jahre
2025-07,Arbeitslose,50 Jahre und älter,1385.0,477.0,2025,7,Arbeitslose | 50 Jahre und älter
2025-07,Arbeitslose,55 Jahre und älter,1070.0,329.0,2025,7,Arbeitslose | 55 Jahre und älter
2025-07,Arbeitslose,Abgang (12-Monatssumme),9165.0,3432.0,2025,7,Arbeitslose | Abgang (12-Monatssumme)
2025-07,Arbeitslose,Abgang (im Monat),706.0,306.0,2025,7,Arbeitslose | Abgang (im Monat)
2025-07,Arbeitslose,Arbeitslosenquote,3.1,1.3,2025,7,Arbeitslose | Arbeitslosenquote
2025-07,Arbeitslose,Ausländer,1203.0,725.0,2025,7,Arbeitslose | Ausländer
2025-07,Arbeitslose,Bestand,3646.0,1475.0,2025,7,Arbeitslose | Bestand
2025-07,Arbeitslose,Frauen,1658.0,693.0,2025,7,Arbeitslose | Frauen
2025-07,Arbeitslose,Langzeitarbeitslose,780.0,561.0,2025,7,Arbeitslose | Langzeitarbeitslose
2025-07,Arbeitslose,Männer,1988.0,782.0,2025,7,Arbeitslose | Männer
2025-07,Arbeitslose,Zugang (12-Monatssumme),9751.0,3317.0,2025,7,Arbeitslose | Zugang (12-Monatssumme)
2025-07,Arbeitslose,Zugang (im Monat),775.0,242.0,2025,7,Arbeitslose | Zugang (im Monat)
